person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23,0,2.0,58085,2,2,2500,5,11.71,0.04,3,614,1,0
23,0,3.0,84798,0,0,5600,3,13.11,0.07,2,674,1,0
25,0,2.0,85424,3,0,5600,2,7.9,0.07,4,644,0,0
23,1,3.0,58700,3,1,20000,1,11.71,0.34,4,648,0,0
26,1,1.0,58346,0,2,13800,3,13.49,0.24,2,672,1,0
22,1,1.0,84881,0,0,5600,0,11.14,0.07,3,681,1,0
23,1,1.0,87401,0,0,5600,3,11.12,0.06,2,694,1,0
23,0,3.0,58459,0,2,10500,3,7.51,0.18,2,585,1,0
23,0,0.0,58448,2,2,10000,0,10.65,0.17,3,654,0,0
25,0,1.0,58890,4,1,6000,0,10.65,0.1,2,626,0,0
25,1,1.0,71589,6,0,5600,2,14.84,0.08,4,722,0,1
23,1,1.0,95836,2,0,5600,2,11.12,0.06,4,680,1,0
25,1,0.0,99460,2,0,5600,1,5.99,0.06,4,630,1,0
24,0,3.0,51272,0,2,19000,2,6.99,0.37,3,619,0,1
21,1,1.0,108954,0,0,5600,5,6.54,0.05,4,695,1,0
21,1,0.0,58132,0,1,15000,3,11.01,0.26,2,618,1,0
23,0,1.0,58962,0,1,2500,2,5.42,0.04,3,694,0,0
26,1,1.0,124029,2,0,5600,2,9.99,0.05,3,638,1,0
24,0,1.0,31246,2,0,5625,5,12.68,0.18,4,687,0,0
25,1,3.0,58727,5,2,3500,2,5.42,0.06,4,610,0,0
26,0,2.0,44168,3,0,5650,1,11.01,0.13,3,681,0,0
22,1,3.0,62283,0,0,5650,3,9.91,0.09,4,614,1,0
26,0,3.0,58554,5,2,2000,0,10.99,0.03,2,671,1,0
25,1,2.0,58743,2,2,1400,2,14.79,0.02,4,538,1,0
22,0,3.0,58887,0,2,4400,5,5.99,0.07,3,660,0,0
23,0,0.0,81539,1,0,5650,1,13.47,0.07,2,598,1,0
23,0,0.0,80809,0,0,5675,3,11.01,0.07,2,661,1,0
26,1,1.0,58360,4,2,12000,5,11.01,0.21,3,620,1,0
24,1,2.0,14710,4,0,5700,2,7.49,0.39,4,665,0,1
22,0,1.0,43032,0,0,5700,1,12.99,0.13,3,673,0,0
22,0,1.0,45443,0,0,5700,1,5.42,0.13,4,598,1,0
22,1,1.0,58849,2,2,13000,3,10.99,0.22,3,638,0,0
24,1,1.0,56026,2,0,5700,5,7.66,0.1,3,683,0,0
26,0,3.0,58654,2,2,5000,1,8.49,0.09,4,667,1,0
26,1,3.0,64317,0,0,5700,5,11.12,0.09,2,658,1,0
21,1,2.0,21682,0,0,5750,2,8.9,0.27,2,656,0,1
24,0,1.0,41606,1,0,5750,3,10.75,0.14,3,624,1,0
24,1,1.0,58609,2,2,10000,2,7.49,0.17,3,615,1,0
21,0,3.0,51351,0,2,8325,5,11.01,0.16,2,615,0,1
22,1,1.0,56081,1,0,5750,1,8.94,0.1,3,653,1,0
25,0,0.0,84969,0,0,5750,3,8.0,0.07,4,654,1,0
22,1,2.0,58644,2,2,10000,5,13.49,0.17,4,701,1,0
25,0,0.0,103194,4,0,5750,1,7.29,0.06,4,583,1,0
22,1,3.0,115144,2,0,5750,1,11.01,0.05,3,505,1,0
24,1,2.0,58914,2,1,4400,3,5.99,0.07,4,656,1,0
25,0,3.0,178435,0,0,5750,4,9.99,0.03,4,611,1,0
23,1,1.0,38277,1,0,5775,0,9.63,0.15,4,506,0,1
25,1,1.0,58778,1,2,3000,3,11.99,0.05,4,662,1,0
24,1,0.0,144937,0,0,5775,3,6.17,0.04,2,575,1,0
21,0,0.0,22505,0,0,5800,5,14.72,0.26,4,651,0,1
25,1,3.0,58588,3,2,3200,3,6.99,0.05,2,639,0,0
22,0,1.0,25371,0,0,5800,1,8.94,0.23,4,654,1,0
23,1,0.0,31139,1,0,5800,2,9.91,0.19,4,666,1,0
24,0,2.0,58362,4,2,4200,2,11.99,0.07,4,616,1,0
23,1,0.0,58342,0,2,5000,1,13.99,0.09,2,608,1,0
26,0,3.0,33432,5,0,5800,2,10.65,0.17,3,633,0,0
23,1,1.0,33778,5,0,5800,3,13.06,0.17,4,627,1,0
26,1,1.0,58476,8,2,4000,4,5.42,0.07,2,724,1,0
24,1,1.0,42867,3,0,5800,2,8.32,0.14,3,715,0,0
22,0,1.0,58309,0,1,4800,3,8.49,0.08,4,716,1,0
22,0,0.0,50613,0,0,5800,3,7.43,0.11,3,676,0,0
24,0,1.0,58497,2,2,5000,1,5.99,0.09,2,663,1,0
24,0,3.0,58371,0,2,3200,0,5.99,0.05,4,587,1,0
25,0,0.0,58767,1,2,1000,5,13.49,0.02,3,657,0,0
22,0,0.0,55025,0,0,5800,2,7.88,0.11,3,637,1,0
26,1,1.0,58443,2,2,8000,0,10.59,0.14,4,605,0,0
23,1,1.0,51352,0,2,1800,5,12.99,0.04,3,527,0,1
26,0,1.0,173639,2,0,5800,5,7.29,0.03,3,591,1,0
26,1,1.0,58524,5,1,3600,3,13.49,0.06,4,569,1,0
23,1,0.0,15633,2,0,5825,0,6.62,0.37,4,680,0,1
22,0,1.0,30989,0,0,5825,2,14.27,0.19,2,629,0,0
26,1,0.0,32099,7,0,5825,2,14.27,0.18,4,580,1,0
23,0,3.0,51474,1,2,10500,1,7.66,0.2,2,670,0,1
23,1,0.0,60990,0,0,5825,2,10.65,0.1,2,629,1,0
22,0,2.0,58797,0,2,4000,0,9.63,0.07,2,665,0,0
23,0,0.0,58931,0,1,7000,3,10.74,0.12,4,686,1,0
24,0,0.0,58734,1,2,4000,2,5.42,0.07,4,673,1,0
24,0,2.0,73334,0,0,5850,3,7.49,0.08,3,693,0,0
25,1,2.0,58756,4,2,4800,5,10.74,0.08,4,612,1,0
25,0,1.0,23905,3,0,5875,1,14.11,0.25,3,713,0,1
26,0,1.0,48875,5,0,5875,3,12.69,0.12,2,658,1,0
26,1,1.0,60799,1,0,5875,2,12.99,0.1,3,640,1,0
23,1,2.0,68288,1,0,5875,1,14.54,0.09,2,677,1,0
21,0,0.0,18687,0,0,5900,1,12.42,0.32,3,684,0,1
24,1,0.0,28809,3,0,5900,0,9.63,0.2,4,573,1,0
23,0,0.0,36822,0,0,5900,1,7.88,0.16,2,630,0,0
26,0,0.0,45120,3,0,5900,0,10.71,0.13,3,675,1,0
25,1,3.0,42105,7,0,5925,4,11.11,0.14,4,590,0,1
23,1,0.0,25362,1,0,5950,5,13.49,0.23,3,600,1,0
24,1,0.0,58537,0,1,15000,1,13.06,0.26,4,661,1,0
23,1,1.0,36040,2,0,5950,3,7.66,0.17,2,623,1,0
23,1,3.0,58544,0,2,14125,3,11.01,0.24,2,512,1,0
24,0,0.0,58575,0,2,12000,2,7.29,0.2,3,625,1,0
25,0,1.0,58621,2,2,4500,4,5.42,0.08,2,587,1,0
25,0,2.0,94457,3,0,5950,4,7.29,0.06,3,690,1,0
24,1,2.0,56084,0,0,5975,1,14.46,0.11,2,665,0,1
22,1,2.0,15498,1,0,6000,5,8.88,0.39,4,708,0,1
25,0,1.0,17165,1,0,6000,2,7.49,0.35,3,593,0,1
24,0,3.0,18662,2,0,6000,1,10.0,0.32,3,573,0,1
22,0,0.0,18817,0,0,6000,2,6.03,0.32,3,621,0,1
22,1,0.0,19005,0,0,6000,1,14.59,0.32,4,561,0,1
21,0,2.0,19840,3,0,6000,3,9.63,0.3,3,688,0,1
24,1,1.0,58417,4,2,4800,5,9.99,0.08,2,611,1,0
24,0,0.0,20929,0,0,6000,5,14.84,0.29,4,615,0,1
26,1,3.0,21966,1,0,6000,3,10.99,0.27,3,687,0,1
26,0,2.0,58361,4,2,10000,0,5.79,0.17,3,603,0,0
22,1,1.0,22793,0,0,6000,3,6.62,0.26,2,631,0,1
24,1,0.0,58560,2,2,12000,5,11.01,0.2,3,650,1,0
24,1,0.0,22838,1,0,6000,0,12.21,0.26,2,515,0,1
22,0,0.0,22446,3,0,6000,2,11.01,0.27,3,667,0,1
22,1,2.0,23145,0,0,6000,4,7.66,0.26,3,673,0,1
22,0,1.0,23745,0,0,6000,2,14.74,0.25,3,683,0,1
23,1,3.0,51496,2,2,2000,1,15.2,0.04,2,682,0,1
21,0,1.0,23876,0,0,6000,5,11.01,0.25,4,585,0,1
23,0,2.0,23759,2,0,6000,1,10.59,0.25,2,604,0,1
22,1,2.0,58507,0,2,3800,2,11.01,0.06,2,682,1,0
24,1,1.0,24132,0,0,6000,1,10.59,0.25,3,653,0,1
25,1,3.0,24250,0,0,6000,2,7.14,0.25,3,679,0,1
21,1,1.0,24238,0,0,6000,0,9.88,0.25,2,608,0,1
25,1,1.0,23993,2,0,6000,4,13.11,0.25,2,670,0,1
22,1,3.0,58388,0,2,6500,0,6.17,0.11,2,554,1,0
24,1,2.0,25181,1,0,6000,3,7.14,0.24,2,592,1,0
24,0,3.0,58572,1,2,17000,4,6.91,0.29,4,683,1,0
24,0,0.0,58100,2,1,3000,1,5.79,0.05,4,658,1,0
26,0,3.0,25168,7,0,6000,3,9.99,0.24,2,684,0,0
22,0,3.0,26463,0,0,6000,5,15.96,0.23,3,683,1,0
23,0,1.0,58474,0,1,2550,3,11.86,0.04,3,663,1,0
26,0,1.0,27001,0,0,6000,2,10.59,0.22,4,648,0,0
23,0,2.0,26628,3,0,6000,2,14.42,0.23,4,646,0,1
24,1,3.0,27005,2,0,6000,3,6.62,0.22,4,630,0,0
25,1,3.0,27078,2,0,6000,1,14.72,0.22,2,565,1,0
23,0,1.0,27032,4,0,6000,3,13.47,0.22,3,645,1,0
22,1,2.0,58738,0,2,9600,2,11.86,0.16,2,643,1,0
21,0,1.0,28209,0,0,6000,1,12.23,0.21,4,696,0,0
25,1,3.0,28569,2,0,6000,2,11.01,0.21,3,679,1,0
25,1,3.0,28392,3,0,6000,2,13.35,0.21,4,645,0,1
22,0,1.0,58683,0,2,9600,1,7.51,0.16,4,617,1,0
22,0,3.0,28541,0,0,6000,5,13.57,0.21,4,602,1,0
25,0,0.0,58597,7,2,5000,3,11.01,0.09,4,584,1,0
23,1,0.0,28487,1,0,6000,1,11.49,0.21,3,661,0,0
21,0,2.0,28428,1,0,6000,1,10.95,0.21,2,625,1,0
22,1,0.0,58859,3,2,4000,0,11.86,0.07,2,698,0,0
21,0,1.0,28507,0,0,6000,4,7.9,0.21,2,699,0,1
25,1,1.0,29036,4,0,6000,3,8.0,0.21,4,651,0,0
22,0,1.0,29625,1,0,6000,0,11.01,0.2,3,659,0,0
22,1,1.0,29745,0,0,6000,2,10.65,0.2,4,598,1,0
25,0,1.0,58524,1,2,4000,5,7.14,0.07,3,625,0,0
26,1,1.0,29614,4,0,6000,2,8.9,0.2,3,653,0,0
25,0,1.0,58473,3,2,7350,0,11.12,0.13,2,653,1,0
26,1,1.0,30278,3,0,6000,5,6.62,0.2,4,628,1,0
24,0,2.0,58778,1,2,1200,0,6.76,0.02,3,716,1,0
23,0,0.0,29753,0,0,6000,1,5.42,0.2,4,624,1,0
24,1,0.0,29937,0,0,6000,2,11.99,0.2,4,569,1,0
23,1,0.0,58686,2,2,3200,1,7.51,0.05,2,575,1,0
24,0,0.0,51544,1,2,18250,0,16.82,0.35,4,602,0,1
24,0,0.0,58412,0,2,9600,3,11.01,0.16,4,504,1,0
24,1,2.0,29874,1,0,6000,2,12.99,0.2,4,640,1,0
26,0,1.0,58400,3,1,15000,3,11.12,0.26,3,704,0,0
23,1,0.0,29926,3,0,6000,5,11.01,0.2,2,687,1,0
22,1,0.0,58312,0,2,7000,1,13.48,0.12,3,597,1,0
22,0,1.0,58940,0,2,5000,1,7.88,0.08,2,675,0,0
21,1,0.0,29557,0,0,6000,2,11.36,0.2,3,625,1,0
22,0,1.0,29932,3,0,6000,4,12.18,0.2,3,597,0,1
21,1,0.0,31289,0,0,6000,5,13.61,0.19,2,659,1,0
21,1,3.0,31193,0,0,6000,1,11.83,0.19,3,529,0,0
23,0,0.0,31051,1,0,6000,3,7.51,0.19,2,618,0,0
25,0,3.0,31156,4,0,6000,0,11.01,0.19,2,677,1,0
22,0,1.0,58540,1,2,6500,3,10.62,0.11,3,647,1,0
25,0,3.0,31132,5,0,6000,5,16.4,0.19,2,672,0,1
21,0,1.0,31450,0,0,6000,5,11.01,0.19,4,587,1,0
26,0,1.0,30921,2,0,6000,1,8.0,0.19,2,592,0,0
25,0,1.0,58252,0,1,15000,1,10.25,0.26,4,628,1,0
22,1,1.0,58404,0,2,15000,2,9.88,0.26,2,699,0,0
24,1,2.0,31144,0,0,6000,2,7.49,0.19,2,641,1,0
26,1,1.0,58573,4,2,4200,3,10.62,0.07,2,675,0,0
24,0,0.0,58517,0,2,5500,1,11.36,0.09,3,560,1,0
25,1,1.0,58309,4,2,16750,1,11.01,0.29,4,700,1,0
26,0,1.0,58496,6,2,4000,3,11.01,0.07,2,630,0,0
23,1,3.0,30792,0,0,6000,4,13.23,0.19,4,601,0,1
23,0,1.0,58944,1,2,12000,3,11.36,0.2,3,606,1,0
21,1,2.0,30843,0,0,6000,3,8.94,0.19,3,657,1,0
25,1,3.0,30919,1,0,6000,5,9.76,0.19,3,671,1,0
24,0,3.0,31777,3,0,6000,2,7.14,0.19,4,642,0,0
23,0,1.0,32431,0,0,6000,3,11.01,0.19,3,637,0,0
21,0,0.0,31766,1,0,6000,5,7.49,0.19,2,651,1,0
26,0,1.0,32638,3,0,6000,0,10.65,0.18,2,657,0,0
25,1,1.0,58297,2,2,7800,4,8.94,0.13,2,660,1,0
26,0,1.0,33147,5,0,6000,2,6.0,0.18,4,587,0,0
22,1,1.0,32710,0,0,6000,3,8.59,0.18,3,666,1,0
25,0,1.0,33111,1,0,6000,0,12.42,0.18,3,622,1,0
25,1,2.0,58823,3,1,7500,3,7.05,0.13,3,661,1,0
24,1,1.0,32482,0,0,6000,2,13.79,0.18,3,649,1,0
25,1,1.0,32972,1,0,6000,5,9.25,0.18,4,696,0,0
25,0,1.0,33163,1,0,6000,3,11.86,0.18,3,621,0,0
24,1,1.0,51470,1,2,3500,5,8.94,0.07,3,560,0,1
23,0,1.0,33579,2,0,6000,1,11.66,0.18,3,616,1,0
22,0,2.0,58264,3,2,2800,0,12.53,0.05,2,650,1,0
26,1,1.0,33504,5,0,6000,3,9.99,0.18,4,695,1,0
24,1,3.0,58440,0,2,3100,1,8.94,0.05,3,650,0,0
25,1,3.0,33517,4,0,6000,0,7.9,0.18,2,568,1,0
23,0,1.0,58593,3,1,15750,3,16.35,0.27,3,571,1,0
22,0,0.0,34053,0,0,6000,5,10.38,0.18,4,596,0,0
24,1,1.0,58502,3,2,4400,1,11.83,0.08,2,673,0,0
26,0,0.0,59212,4,2,16750,4,14.26,0.28,3,559,1,0
23,0,3.0,58726,2,1,6000,1,12.87,0.1,2,642,1,0
22,0,3.0,58118,0,2,8000,3,12.53,0.14,4,538,0,0
25,1,0.0,34544,1,0,6000,0,10.59,0.17,4,627,0,1
23,1,3.0,34540,0,0,6000,0,9.63,0.17,4,664,0,0
22,0,2.0,34232,0,0,6000,1,12.98,0.18,2,706,0,0
26,0,1.0,58545,3,2,10000,1,7.74,0.17,2,659,1,0
23,0,3.0,34563,2,0,6000,1,9.63,0.17,4,662,1,0
23,1,1.0,35430,0,0,6000,3,7.66,0.17,4,682,0,0
21,1,3.0,58091,0,2,10800,1,12.84,0.19,2,572,0,0
25,0,1.0,35171,4,0,6000,5,8.9,0.17,3,635,1,0
23,1,2.0,35393,0,0,6000,2,11.01,0.17,3,622,1,0
21,1,0.0,35345,0,0,6000,1,13.8,0.17,4,588,1,0
21,1,3.0,36040,0,0,6000,4,10.62,0.17,3,636,0,1
23,0,0.0,35687,5,0,6000,5,8.94,0.17,3,505,1,0
25,1,2.0,35402,2,0,6000,3,17.04,0.17,4,696,0,1
24,0,2.0,36124,1,0,6000,2,15.27,0.17,2,618,1,0
23,1,3.0,35885,0,0,6000,3,5.99,0.17,3,524,1,0
23,1,0.0,36521,0,0,6000,0,13.61,0.16,4,611,0,0
22,1,2.0,35770,0,0,6000,3,10.25,0.17,2,609,0,0
22,0,0.0,35904,0,0,6000,3,11.46,0.17,3,611,1,0
24,0,2.0,58443,1,1,2800,4,12.53,0.05,4,679,1,0
23,1,0.0,36869,0,0,6000,1,14.22,0.16,3,639,1,0
22,1,0.0,36866,0,0,6000,2,12.42,0.16,4,651,1,0
24,1,0.0,58652,3,1,10400,3,7.37,0.18,3,658,1,0
22,1,1.0,37134,0,0,6000,1,10.65,0.16,2,522,1,0
22,0,1.0,37144,0,0,6000,1,14.27,0.16,3,663,0,1
22,1,3.0,58493,0,2,9925,1,9.63,0.17,2,683,1,0
24,1,0.0,37229,3,0,6000,2,13.49,0.16,2,580,1,0
24,1,3.0,58701,3,3,7800,3,11.89,0.13,4,607,0,0
24,1,1.0,36983,0,0,6000,2,7.51,0.16,3,679,0,0
23,1,0.0,58818,0,2,10000,1,9.32,0.17,4,662,1,0
24,0,1.0,36769,3,0,6000,5,13.49,0.16,3,705,1,0
22,1,3.0,37403,0,0,6000,1,7.51,0.16,4,657,0,0
24,1,3.0,36931,0,0,6000,3,12.42,0.16,2,578,1,0
22,1,3.0,36862,1,0,6000,0,12.42,0.16,4,681,0,0
24,0,2.0,58595,2,1,1300,0,9.07,0.02,4,658,1,0
22,1,2.0,58685,0,2,4800,5,9.07,0.08,3,625,1,0
22,0,2.0,58517,0,1,2400,0,11.46,0.04,3,679,0,0
25,1,0.0,58549,6,2,7000,1,12.09,0.12,2,632,1,0
24,1,1.0,37141,2,0,6000,1,11.71,0.16,4,689,0,0
23,1,1.0,36742,0,0,6000,5,11.71,0.16,4,596,1,0
23,1,0.0,58561,0,1,5000,1,10.08,0.09,4,641,1,0
24,1,2.0,58644,1,2,5000,4,7.68,0.09,4,652,1,0
23,1,0.0,36738,4,0,6000,1,13.49,0.16,3,647,1,0
22,0,1.0,37085,0,0,6000,0,10.99,0.16,2,664,0,1
23,1,2.0,36761,0,0,6000,1,8.49,0.16,3,634,0,0
24,1,1.0,36536,0,0,6000,4,15.99,0.16,3,703,0,1
22,1,3.0,36895,0,0,6000,0,10.37,0.16,2,647,1,0
26,0,2.0,36946,5,0,6000,2,6.54,0.16,2,612,0,0
23,0,0.0,37052,0,0,6000,0,14.72,0.16,4,583,1,0
21,1,1.0,37360,0,0,6000,2,7.51,0.16,3,598,1,0
24,1,0.0,58670,2,2,3500,2,10.28,0.06,4,595,0,0
26,0,2.0,37112,5,0,6000,5,11.01,0.16,2,609,0,1
21,1,0.0,37133,0,0,6000,2,8.94,0.16,2,602,1,0
26,1,1.0,37091,5,0,6000,5,7.74,0.16,3,543,1,0
23,0,0.0,58848,1,2,9500,2,7.29,0.16,2,615,1,0
22,0,3.0,58944,0,2,3000,5,11.01,0.05,2,530,1,0
21,0,0.0,37986,0,0,6000,2,6.03,0.16,3,562,1,0
23,1,2.0,58777,3,2,20000,3,12.18,0.34,2,673,0,0
25,1,0.0,58674,1,2,6000,1,7.66,0.1,3,651,0,0
26,0,0.0,38203,0,0,6000,5,15.23,0.16,3,647,1,0
21,0,2.0,38213,0,0,6000,5,16.89,0.16,3,710,0,1
25,1,2.0,38685,7,0,6000,5,13.8,0.16,4,539,0,1
22,1,3.0,38663,2,0,6000,1,13.22,0.16,2,640,1,0
23,1,3.0,59184,1,2,6500,3,11.01,0.11,4,665,1,0
22,1,0.0,39013,1,0,6000,1,11.12,0.15,4,625,1,0
24,1,0.0,39825,0,0,6000,4,13.49,0.15,3,637,0,1
26,1,0.0,59059,2,2,13000,4,7.29,0.22,3,659,0,0
23,0,0.0,59255,0,2,6000,0,10.25,0.1,2,651,0,0
21,1,0.0,39551,0,0,6000,5,5.42,0.15,4,650,0,0
25,0,1.0,39410,0,0,6000,2,10.62,0.15,2,642,0,1
25,1,1.0,59286,3,3,19500,1,15.57,0.33,4,667,0,1
22,0,1.0,51972,0,2,7000,2,15.57,0.13,4,680,0,1
25,1,1.0,39312,2,0,6000,0,12.92,0.15,3,557,0,1
22,1,2.0,39359,3,0,6000,3,11.01,0.15,3,570,0,0
22,1,1.0,58998,0,2,13500,1,11.14,0.23,3,672,1,0
24,1,0.0,39383,0,0,6000,0,14.84,0.15,4,585,0,1
23,0,3.0,59325,3,1,5000,2,7.49,0.08,2,662,1,0
23,1,0.0,39679,0,0,6000,2,16.77,0.15,3,580,0,1
22,0,2.0,40036,0,0,6000,0,13.04,0.15,4,712,1,0
23,0,2.0,59391,0,2,6000,2,11.86,0.1,4,630,1,0
23,0,3.0,59283,2,2,19000,0,11.36,0.32,4,662,1,0
26,1,,40571,5,0,6000,3,14.84,0.15,2,616,0,1
22,1,1.0,40477,1,0,6000,0,13.85,0.15,4,573,1,0
24,1,1.0,59592,0,2,8000,1,17.58,0.13,2,609,1,0
23,1,3.0,40777,0,0,6000,1,11.03,0.15,4,655,0,0
21,1,0.0,41093,0,0,6000,3,13.23,0.15,2,598,1,0
26,1,0.0,41178,2,0,6000,5,10.71,0.15,3,606,1,0
22,1,0.0,41501,0,0,6000,1,12.86,0.14,4,655,0,1
24,1,3.0,59453,1,3,3500,2,9.32,0.06,4,577,1,0
24,1,0.0,59778,5,2,9000,5,7.49,0.15,2,675,0,0
21,0,0.0,41704,0,0,6000,0,12.53,0.14,3,604,0,0
24,0,0.0,59282,0,2,10300,3,6.99,0.17,2,640,1,0
24,1,2.0,41975,5,0,6000,0,8.9,0.14,4,705,1,0
26,1,2.0,41807,2,0,6000,5,12.69,0.14,4,648,0,0
24,0,1.0,59690,1,2,10000,3,18.39,0.17,3,611,1,0
23,0,3.0,41719,2,0,6000,5,14.09,0.14,4,562,0,1
22,1,2.0,59558,0,2,5000,2,7.9,0.08,4,656,1,0
22,1,2.0,41829,0,0,6000,0,7.9,0.14,2,646,0,0
23,0,1.0,59629,0,2,10525,1,13.61,0.18,2,635,1,0
25,0,0.0,35776,5,0,6000,2,13.49,0.17,3,635,0,1
22,0,1.0,43249,0,0,6000,2,7.49,0.14,2,657,1,0
22,0,0.0,52637,3,2,12000,4,13.79,0.23,4,546,0,1
23,1,2.0,35760,0,0,6000,1,7.88,0.17,3,625,0,1
24,1,1.0,42689,0,0,6000,3,13.98,0.14,4,642,0,0
22,0,3.0,43178,1,0,6000,1,11.01,0.14,2,658,1,0
24,1,0.0,42729,4,0,6000,3,10.59,0.14,3,649,1,0
24,1,1.0,35542,0,0,6000,3,15.62,0.17,3,672,0,1
23,1,2.0,42998,2,0,6000,1,11.01,0.14,2,660,1,0
26,0,2.0,35656,6,0,6000,0,14.11,0.17,4,673,0,1
23,0,1.0,59971,0,2,9600,5,5.42,0.16,3,573,1,0
24,0,2.0,52433,2,2,4000,0,17.49,0.08,3,627,0,1
23,1,3.0,59587,3,2,3500,1,5.42,0.06,2,646,1,0
21,1,3.0,43166,0,0,6000,2,11.01,0.14,4,591,1,0
24,1,3.0,52210,0,2,10000,5,16.89,0.19,2,634,0,1
26,0,1.0,36278,4,0,6000,4,13.35,0.17,4,640,0,1
25,1,3.0,59730,4,1,3000,3,11.01,0.05,3,644,0,0
24,0,3.0,52362,1,2,3000,5,10.99,0.06,3,659,0,1
23,0,1.0,59962,0,2,4000,3,13.99,0.07,4,617,0,0
25,1,0.0,43140,3,0,6000,1,7.4,0.14,3,679,1,0
25,1,0.0,59697,5,2,7000,5,6.99,0.12,3,685,0,0
22,1,1.0,37025,4,0,6000,0,15.65,0.16,2,656,0,1
25,0,0.0,43930,3,0,6000,2,11.01,0.14,4,662,1,0
24,1,0.0,59478,1,2,2700,4,6.92,0.05,4,569,1,0
22,1,1.0,59576,0,2,2400,1,5.79,0.04,4,645,1,0
23,0,0.0,59632,0,2,2400,2,7.66,0.04,3,652,1,0
25,0,1.0,59856,1,2,18225,4,10.0,0.3,4,565,1,0
26,1,3.0,59815,4,2,20000,1,10.0,0.33,2,678,1,0
22,1,1.0,37123,0,0,6000,1,14.79,0.16,4,652,0,1
22,1,2.0,37233,0,0,6000,5,19.39,0.16,4,636,0,1
22,0,1.0,44182,1,0,6000,5,12.68,0.14,4,666,0,0
22,0,0.0,59936,1,2,16750,0,6.91,0.28,4,595,1,0
26,1,1.0,37057,1,0,6000,5,16.77,0.16,2,670,0,1
23,1,3.0,59632,0,2,6000,3,7.88,0.1,4,674,1,0
26,1,0.0,59753,5,2,14000,1,7.88,0.23,2,593,1,0
22,0,2.0,44323,0,0,6000,1,10.0,0.14,3,682,0,0
24,1,1.0,59930,6,2,3500,2,7.88,0.06,3,576,1,0
25,0,0.0,60109,2,1,2500,4,6.76,0.04,4,570,1,0
22,0,2.0,44225,0,0,6000,1,10.36,0.14,3,627,0,0
23,0,2.0,44202,0,0,6000,2,11.86,0.14,4,672,1,0
25,1,2.0,44546,5,0,6000,5,14.72,0.13,2,709,0,0
22,1,1.0,59698,0,2,4000,3,8.94,0.07,2,664,0,0
22,0,0.0,59432,3,2,8500,5,12.53,0.14,2,565,1,0
22,0,0.0,44394,0,0,6000,1,10.75,0.14,3,605,0,0
21,0,0.0,59664,1,2,14000,3,11.01,0.23,3,619,1,0
21,1,2.0,44186,1,0,6000,1,11.86,0.14,3,657,0,0
22,1,1.0,59712,1,2,7000,3,9.32,0.12,2,712,1,0
23,1,1.0,37213,4,0,6000,5,16.32,0.16,3,667,0,1
23,1,3.0,44401,0,0,6000,0,7.51,0.14,3,586,1,0
24,1,1.0,59933,0,2,20000,3,15.57,0.33,4,680,0,0
24,1,0.0,59822,0,2,7000,3,13.17,0.12,4,547,1,0
22,0,1.0,43890,0,0,6000,5,7.51,0.14,2,638,0,0
22,1,3.0,59832,0,2,2400,1,11.86,0.04,2,648,0,0
22,0,0.0,59773,0,1,3000,1,13.16,0.05,2,640,0,0
25,0,1.0,59626,1,2,3000,2,11.71,0.05,2,646,0,0
24,0,2.0,44371,3,0,6000,2,14.96,0.14,2,635,1,0
24,0,2.0,37061,1,0,6000,0,14.11,0.16,4,600,0,1
25,1,0.0,37206,3,0,6000,1,14.74,0.16,4,649,0,1
21,1,3.0,37092,0,0,6000,1,13.16,0.16,4,550,0,1
22,0,1.0,59781,0,2,21000,5,7.51,0.35,4,692,1,0
22,1,1.0,60177,4,2,4800,3,7.51,0.08,3,554,1,0
25,1,3.0,60122,4,2,5600,2,7.49,0.09,2,578,1,0
26,0,2.0,36934,2,0,6000,2,15.45,0.16,4,735,0,1
25,1,0.0,59932,4,2,6000,1,10.0,0.1,2,597,0,0
24,1,1.0,60019,5,1,4000,1,13.06,0.07,4,660,1,0
26,0,1.0,59745,1,1,10750,4,11.11,0.18,3,646,1,0
26,1,1.0,59873,7,2,4800,1,6.17,0.08,3,670,0,0
23,1,1.0,44368,3,0,6000,1,9.88,0.14,2,602,1,0
22,1,1.0,44452,0,0,6000,1,14.22,0.13,3,694,0,0
21,0,3.0,44678,0,0,6000,1,8.63,0.13,3,625,1,0
22,1,3.0,44819,0,0,6000,1,11.86,0.13,4,683,1,0
25,1,2.0,45268,1,0,6000,1,12.42,0.13,2,525,1,0
23,0,3.0,38200,0,0,6000,5,11.71,0.16,2,682,0,1
24,1,1.0,45793,0,0,6000,5,7.66,0.13,2,682,0,0
24,0,0.0,60416,2,2,8500,5,9.99,0.14,4,661,1,0
24,0,0.0,45476,0,0,6000,2,6.76,0.13,4,621,1,0
22,0,3.0,44984,0,0,6000,1,11.83,0.13,4,694,1,0
26,1,1.0,60131,1,1,12000,4,6.99,0.2,4,593,1,0
21,0,3.0,45467,0,0,6000,5,11.71,0.13,4,631,0,0
24,0,1.0,45667,3,0,6000,0,9.99,0.13,3,653,0,0
22,1,3.0,45994,0,0,6000,2,12.42,0.13,2,639,1,0
24,1,0.0,46060,3,0,6000,5,6.99,0.13,3,621,0,0
